% Ceci représente la classification de séries en fonction de leur genre.

@relation series

@attribute nom_fichier string
@attribute contenu string
@attribute classe {animation, crime, medical}

@data
'blacklist','blacklist dude activity wardrobe fedora evil attitude make adversary prickle jealousy channel book villainy pray tell do working turn list be blacklist world be know name list whale play bit mastermind morning say do fedora be know concierge conscientiousness folk help bring hiding something know color picture mood make demand whale list play rule rule work profiler obsess reason know lot past blacklist crime thriller predicate dynamic relationship build respect distrust serialize element mystery be dole episode episode season season something drama line pursue week man list material include hookup nudity detective husband spy hope use terrorist time silence indulge movie killer depravity criminal agent terrorism killer suffer level grotesquery following show extra dozen people shoot spray blood other beat result pain gore hide viewer line guy cross bring guy justice grow episode episode review agent intelligence agency Mossad physicist guy share drink hotel bar make hallway time window body top car retaliation assassin codename kidnap kill scientist question do ex-husband hold probe spy stuff usefulness end favor look eye gunfire way toss grenade captor syringe fill sedative combat gunplay drug woman revenge killing involve killing pair pin skin arm partner drug addiction dump pill drain time name interject time pilot general daughter kidnap bunch people kill kid wire chemical explosive husband hand terrorist chair see beat stab leg gut knife blood terrorist shoot death top building blood streak face smoke gas attack guy neck pen way make talk blood stain man neck shirt close-up pen crash people hail bullet evildoer gasoline bridge set fire picture suppose corpse show bed underwear character time name wine champagne run family year Christmastime husband process adopt elate be bring home girl family thing matter change give job secret hubby be keep ',crime
'lie_to_me','lie follow statement weekend hike scare fish see episode make figure blame mother know pick dishonesty word hit key word give spiel share coffee figure lie take sip liar ethos crime drama liar falsehood shimmy eyebrow twitch mouth tic call giveaway someone television mystery solver be guy consulting firm call organization staff bottom savant smooth edge understudy episode foursome land judge office get pay hour case rip today headline make bit TV network security blanket go get say program complexity guy do thing guy morality tale force viewer re-evaluate sense play do message lie do intention lead trouble Bible lie show thou catch show rub bit get truth team subject crack case think be catch problem story subject episode viewer be subject scene battle see dancer stripper pole truth truth nothing truth TV show regard quiz care suit episode review contact war vet struggle stress disorder son protect home invader eat sergeant keep secret bury brain know doctor pull surface show simulation flashback firefight soldier insurgent get shot kill soldier eye shoot blood streak man face explosion gunfire pock screen bruise boy arm hear talk child abuse affair character curse make reference tobacco alcohol ',crime
'allegiance','allegiance kid parent have job interest love broccoli dinner part take soccer practice check homework make eat broccoli day parent like come past do include see time thing parent be agent make dinner conversation let tell broccoli anyone fairness like cut ty government serve time fall love mark name want biz spy turn week notice make service chance quit be bargain mark be make betray daughter wind be spy seem work be live life while keep schooler interference do start work family genius be spook renew interest conceit broadcast drama be day stunt protagonist formula spend morning look fluster afternoon look night look power plant schematic memorize course premise kind cloak-and-dagger drama keep viewer chew fingernail cause level collateral damage mean tad bit kind stuff show episode review pilot man feed power plant furnace burn show opening minute flame leg scene agent defect analysis bigwig tell truth interest bigwig contact demand turn son spy order spy accomplish thing woman hit kill car body fly car windshield blood ooze forehead nose swerve traffic cause crash reference make hell tell man furnace shout die code phrase sort dish joke school daughter know atheist reject heritage agent spy face kiss talk drink get woman bed time ',crime
'bones','skeleton warning content procedural vary week week see week see anthropologist read bone remain deal living breathe people give doctor headache soften bit have baby agent partnership world fibula metatarsal cohort have way team die somebody be do base book Reich cadaver conundrum lab work footwork teamwork insight solution part show challenge ability suspend disbelief thing wunderkind mystery novelist belt art crack shot handgun give provocation borrow move authority theme surface say show atheist bump head result approve TV territory say design reinforce faith ideal bone viewer well-develop character write dialogue lead mind duo draw close-up people dig decay tissue corps be strip beetle pig get toss wood chipper thing show feel way pal camera show thing show feature shot corps network TV abide rule manner say critic adult feel director view rot remain episode review investigate death man victim be player feud suspicion family leave daughter care father desert be message family reconciliation give people chance see grotesque decay corpse doctor remove shoe pull bit skin reveal foot man weapon guy attacker face booth aggressor rifle butt day feud party use kill call day file lawsuit couple lover family wood activity refer get go path deliverance go man pig beast character time ',crime
'blue_bloods','pin TV lineup bind hit police drama cop show create compare approach police work show police department eye protagonist sit police commissioner chair week head family table Sunday patriarch police emergency family strain sort resolve bolster time experience rumple detective line balance end family core dad retire police chief day yore sibling reject life lawyer job beat cop add daughter mix get view thing stratum world story preoccupy autopsy room episode be fill gore series crime feel people titillate wave cop show embrace antihero primary show make feel world people veer construct genre something antidote people try do thing character show people disagree family Reagan try do right badge city value family service love work president business culture cop drama way family dinner kind star say episode family legacy service son generation family serve nation war be celebrate family law order refusal give cop drama concern bond family bone forensics problem TV family be talk rub way episode daughter wait love sleep marriage profanity filter script setup depiction violence gamut child molester threat cop killer episode review home find daughter girl boyfriend adjust clothes say anything relationship day have sex talk response make decision confess be virgin marry say allow bedroom see couple kiss investigate disappearance girl case similarity work year father help tell encourage year lose hope parent do rescue girl validate father hope year unit fire other demand transparency information lot enemy have modicum oversight family drink wine dinner table people time see emergency call inform name know custody convert have message home plan explosive blow city block accomplice deadline page hunt police headquarters balance awareness keep public panick try get talk connect wife kid blast zone work police blockade move target episode question profil freedom sacrifice safety answer prayer meal beer conclusion ',crime
'blind_justice','thing posterior creator make headline flash backside cop series wait minute show time corpse viewer see bottom episode consider case gluteus maximize decision focus underside life story hero cop blind shootout bank robber determine be sideline sue be reinstate police officer disability precinct working crime fighter take assignment guy guide dog cross street day job police search killer victim bind gag tongue cut detective case pair shunt investigate car theft spell have talent blindness heighten sense street smart questioner crime scene interrogation room appreciate partner be team be drama cop stuff part story have cheat wife be blind betrayal simmer surface wife sickness health clause marriage compound insult let help thing tie tie faithfulness husband stamp language include put-down hurl cop corner example victim lie boss circumstance crime withhold information be pull case talent create storey drama penchant realism belt have family search rerun ',crime
'true_detective','detective darkness bayou woman child leave stick sculpture life ruin soul devour make stop edge sanity tagline animal series be television show program season movie star mint winner brood work horror title pulp crime fiction century season feature plot character actor season plot steep terror case begin murder investigation be trigger death prostitute find position pray tree head crown deer antler be rape murder woman cover-up politician police clergy child molestation church camp demon mask reference spaghetti monster recess soul story tell flashback toll take spirit protagonist viewer turn couple hero rob detective bring monster justice way beast servant hunger predilection drink amount drug man adhere law affair sex wife torture kill bring case close be thing value suggest do kill series creator scriptwriter darkness hide sliver light be label nihilist monologue whiff desperation someone determine drag audience world nightmare show agenda be episode series be card hold believe payoff be ride episode leave police force case discover mother have try dry infant microwave oven oven stare do want look anything say thing episode review videotape girl blindfold tie cult disciple implication rape interview cross-dress hooker bar couple kiss be molest church camp be act link ceremony someone know something ceremony drawing stick construction end act violence gun point torture somebody car battery jumper cable evidence beer whiskey spend decade stone drink bartender time name abuse time pair reference make sex ',crime
'closer','twang word mouth hint syllable scent magnolia potluck supper voice angularity intimidator intimate confessor crook killer dorm mom team detective twang be irony television character get perpetrator confess walk edge foot make S street closer poser learn anything decade television crime procedural part genre playbook point point week land someone week S evidence witness find do closer character hire ability get criminal hack confession murder crime today pair auto thief thief guy be kill bullet victim fire warning shot air safeguard write confession robbery trigger chain event lead death murder show end mean sort ask embrace everything squad detective mind series wear see unit decision haunt season team scrutiny decision make case season result quandary viewer concern part escapism part mean show issue bit ponder episode crew investigate torture death murderer invite mull vigilantism death neighborhood reform gang member be work parish be do think be midst horror self-deprecate levity smooth top thought way roadblock fact TV show be R movie day hand movement dialogue crime scene air gentility know swear context thing criminal rest squad appearance name batter do murder onscreen aftermath cut hole forehead bruise lacerate limb see fallout hear bit description proffer precision series writer shy sex scene content investigate murder celebrity build cable show documentation one-night stand picture detective detail sex life police guy question ask world episode review unit death security war hero have face blow shotgun man body blood gore asphalt crime shot body pop episode investigation suspicion man girlfriend guard kick house strew detritus relationship include condom use marijuana have prescription girl bra woman protect boyfriend say man motorcycle be talk guard guard kick house shotgun use murder girl father kill guard daughter tell guard try rape lie make strip try mount father daughter accuse murder people pot beer detective fluid officer woman live sleep be leak give secret share source detective leak meet church character misuse name help computer expert freelance gig serve court paper felon want do law enforcement do moment guy gun drop bullet hole victim back trickle blood ear man be actor hour take job course be suspension use track felon string meantime turn bribe break bend law time space surround decision felon family member police officer man lack circumcision clue character misuse name ',crime
'csi','be cut corps catch criminal turn century think dozen year job be mystery solve anyone leave county kill course rating show hold template network lineup include spin-off build group law enforcement type solve crime minute count break character writing serialize go buy find stuff character life work onscreen star simplicity find body dissect body solve crime repeat respect throwback cop premise be show survive replacement lead man play become television equivalent comfort way spend time thinking people problem viewer something solution resolution problem character way make sense problem grapple question seem have answer itch do century half question answer find show retro respect television landscape change crime scene film detail flashback moment murder staple character extension viewer lot time watch autopsy show allow camera avert eye incision cameraman blink trouble level sex quotient anyone raise eyebrow episode review strip clothes girl bra swim pond back touch corpse hand companion try grope murderer pass truck change team gas-drilling outfit be culprit extract gas shale process know company poison town water supply autopsy man body table top head cut flap skin cover face forensics specialist part skull abdomen split innards pile bowl corpse neck larynx syringe fluid lodge goat head top skull examine brain flashback man head leave drown shot blood fleck man chest shot part skull lodge pavement second handful word use ',crime
'awake','thing do see eat lunch grandmother restaurant moment food scan menu hamburger dream enough wake life feel homicide detective work family suffer car everyone make die know night settle bed wife son wake send try push loss live life tell reality dream mess life find situation wear color rubber band wrist tell reality wife sequence film hue band son see tone midst job do people be murder regularity world do work homicide psychologist talk burn candle end clue find reality bleed help solve case family secret uncover help ease pain world work other mock cope mechanism loss reality be be life try piece happen family question show go way keep sci-fi twist be worth consider depth potential open issue set premise crime plague peril genre murder part parcel gore violence take center stage give episode language be sex wife show episode ethos bridle authority keep secret parent father authority boss see go reason episode review find murder world fertility doctor corpse surround pool blood part plot substitute sperm donor mean father dozen hundred murderer refurbish motorcycle forbid friend hope sneak music part spend time girlfriend son disobedience know tell wear helmet see make effort bond son instance food brush dad fertility doctor group protest work character misuse name time ',crime
'the_americans','thing television trust neighbor treat television keep murder sleep live 1980s block own be spy meet family travel agency have thing shop mall town play backyard hockey crawl special have have cable channel Russian send spy thing source picture sex kill anyone know anything ship back template try live life kid way worry child occupation mother worry darling daughter father fret deal boy child living worry catch kid conflict duty agent responsibility husband father time scrap spy scene defect conceive show marriage espionage circumstance marriage marriage show creator employee tell embodiment dad officer time be mom turn dime killer scrap wedding use sex weapon war someone information share sleep scene show titillate detail flash nudity movement use show rating violence harrow spy remember do work secret do see spout blood brutality work dispose let wince language character say abuse name detail deal enemy seem be period piece remember 1980s want bring stand be tool arsenal paradigm audience mission succeed say audience be root be carry thing be devastate government moment shock be root interest home kid audience side experience breakdown barrier find root enemy part experience enemy be enemy question difference world show do asking thing television trust neighbor trust television be episode review grow politics take family business know involve job horrify feel way help dispose woman murder associate woman be kill have sex rear side body fold suitcase arm leg snap damage do evidence thing bone press skin shoot agent ex-wife truth sob person tell right come mom talk have affair be woman show urinate wipe beer bar character time midst plot counterplot home displease way excuse point house clothes lifestyle asset drug kidnap kill asset shot tranquilizer dart settle thing attempt death front nothing cause death plot kill other see bed woman agent law save girlfriend gratitude sit bed imply lover use folk liquor talk buy beer use alcohol make sex neighbor house play game order plant bug study blackmail secretary housekeeper poison son hour college-age boy be housekeeper family boot say people make target housekeeper help devil listen pillow smother son right front torture use get somebody talk something stuff informant mouth throat kill get catch sex scene politician trophy wife nudity roughness movement woman bra panties come-on pilot man proposition part episode buy bra get ear pierce part bra strap character wine beer time misuse name apply lot term body part ',crime
'saved','be fool title show series base movie name feature call get right support character series professional issue drop school year flunk suck medicine domineer father medicine hospital ambulance son waste life bribe return school bribe form pay half gambling debt theme addiction play odd put money man threaten suicide jump gamble friend risk assessment partner recover alcoholic relationship son chum addict patient have be do form addiction show flashback victim history heart attack victim become hook junk food wife leave od have family man give allure heroin driver give bottle die pin wreckage car save pull show consequence addiction gambling glamorize show weakness fact rationalization hollow seem believe addition character story line viewer language joke injury moment man hand catch machine press sex scene encounter back ambulance strip underwear camera outside rock vehicle president programming show character life job series ambulance ride problem writing acting be family ',medical
'breathless','see movie night film reason work problem lot drama century people life stare screen communicate text look screen people look screen fulfill experience go century find people talk have sex sex express emotion anger way snap shut laptop period drama period piece course be be call man be be set be give hospital drama character smoking sense walk room woman spread leg gynaecologist cad champion choice abortion be muffin greet muffin scone bun complexity doctor colleague male course randy group round ward do damnedest hop nurse ply head room top look woman music be get dress revolution gain momentum pill be be circulation revolution chance go get knock twit get be time go have spend rest life twit kitchen kitchen appliance place depend salary twit twit kitchen kitchen kitchen dress bus paradox age look sex sexism NHS linger stuffiness age element period drama screen forget world hour tweet froth gloss talk drama part period drama ability get hold tangle go think character people life credit get matter admire shine worry go call man trust learn thing thing airline be mislead indicator health be be need drink litre water day water bit confuse take quarter aspirin day depend expert go wash hand lot lot faeces go bed sleep deprivation link sort ailment put way cancer ',medical
'scrubs','contract battle show network network sitcom scrub operation change logo right screen do anything scrub show sex sarcasm bedpan irresponsibility line return teach crop student teaching hospital episode review sweetheart do school begin teach student hold word teaching cue herd intern school food chain thing kiss wife expand belly thank child make breast bit front say herd intern sex joke elbow way gag couple shower disrobe sleep bra sext anatomy lesson recall fellow drink hook day school teaching method bully threat lot demoralization fun course student murderer training bedside game student director charge morale tell commit suicide campus load paperwork racism consider joke humor involve attraction genitalia god repulse profanity crudity try be teacher seem want make difference student life teaching sit year world be patient die study group cadaver reflect kindness brevity life brevity scene know kind health care get hospital make anybody take jog wheat germ ',medical
'nurse_jackie','danger become network hit season season story drug addict nurse start season pop pill renew series season run show ground legacy look run get saddle unsatisfy ending proof season page cop boyfriend drug attend meeting estrange daughter way mesh character establish season be drug stay top be happen kid credulity surprise learn daughter biology class scam way get prescription seem know wait period pick sort thing drug addict nurse know time be enjoy viewer be drama cast be fun day plot stretch writer grasp storey season episode show writer introduce friend development departure season friend personality writer change dynamics friendship make part group allow be character be work colleague clean do effort try twist work past point show life be do pilot proof be season week show star actress sign pilot com director part group expatriate live series production month commit be cancel actor sery continue land job pilot consider position mean series renew have fulfill commitment producer series have recast scene gamble continue season air page bet broadcaster anniversary on-air celebration page debut program segment become series education effort operate officer work station CEO producer return presentation funder foundation representative educator state representative importance partnership director partnership present detail outreach effort result state education grant include contact teacher parent care provider emphasize importance component effort say content world do good viewer receive outlet mile distribution get home say child adult learning support graduate work doctorate biology hope get research funding producer page production company bonus scene goal donate percent proceed scene involve shark chain saw chain saw be use vicinity shark accord asylum site site have raise day leave campaign lineup debut lineup summer TV series debut fall follow innovator entrepreneur do-gooder fanatic life series join program host air page rest lineup page page news program page time year TV bubble network renew cancel show advance upfront presentation programming advertiser viewer play programmer poll asp deadline vote cast ballot today week renewal news order season announce renewal cancel script comedy network revive series season order season order season follow premiere become show episode draw viewer order season feature dog trainer weather attack end apology cable network return lineup month be remove retransmission dispute viewer dispute reward loyalty programming weather focus news executive write statement agree reduce reality programming half weekday channel surf religion career air midnight look professional midlife career change become teacher minister caregiver faith series return season launch version camera series summer join contributor add tune today column question drawing week post year live retransmission dispute address read TV content ',medical
'black_box','lightness be thing go drama mean relation book movie name grace greatness way last minute pilot be feat endurance thing consider hand wrestle hand part brain fight shut thing evilness hand win horrify minute dancing imp be world neurologist take dance wind photo show annoy kind record cause agitation be role combination eye sing-song pattern have be actress create write series weirdness brain star director center know reason brain call nickname do name title do do be live secret keep love one be issue medication take control medication flush toilet go dancing see come life sky pilot angel Superwoman something annoy be freak rocket ride have time life shrink play urge say child series take brain medication assume try flaw theory stuff example show dose drug voila hallucination thing build bloodstream miss dose do flush act swirl drain craziness course vein wait feel dancing show suffering illness television hear voice hearing head graphics be use illustrate fire thing bet tear chef restaurant co-worker womanize neurosurgery chef marry be stud surgeon thing get stat problem be problem witness have sex nurse stop dance flashback mother want kill reenactment add performance need spin ballerina pill get recipe want anyone find let watch ',medical
'nip_tuck','kind reputation land television remember stuff say month show be half wrap say point producer show try shame remain diehard fan let go do anyone watch season finale night season air time pull trick make goodbye be guess show work bail let go show show miss season trust say something breast cancer character show come disease force irony have come man come lady ailment be destroy follow get assault rob cancer drug prostitute manipulate breast cancer survivor group libido insert implant go careen shoulder region scene note floozy be plot point spring half season show do manage make care death end be wait hook lesbian possess brain modicum self-esteem name be be Lothario boss friend man be suppose believe breast cancer moment vulnerability be make character show ignore sexuality act girlfriend shriek commitment fidelity bang bar conquest foyer invite dinner think storyline be go go agree marry character arc character be ignore time be stuff go season quest father affection try school stage mother daughter wunderkind join team none arc be explore season be consist episode storyline be introduce dispatch episode arc stop start couple time go stick episode disappear maim slam hand car door have have second-tier character have have action care child time pay attention daughter toddler son season give nod take someone explain episode kind let wait phone call couple episode pay school fee series regular get show season finale adopt son screen time actor child TV brood question season be leave episode be answer way reality check time season finale thing do make wait episode find hell happen have explanation premiere regain part memory ignore accept go kill operate table blame bring do porn frame mother poison shoot throw ash face lot episode moment build reputation be episode season episode have stretch raise bar show shock value none follow antic baby fetish student date reveal diaper sex guest star character discover root change name perform rap video concern hygiene call conquest obsess fear inherit family breast cancer chop carving knife waiting room dream sequence experience take hallucinogen desert furniture fetish compel star character make love couch object go top bang come surprise anyone season finale contain cryogenics vampire be call be shock night have go choke following flame lead life anesthesiologist murder lover laugh gas wedding set version thought yes tie knot decide love way resurrect know vampire be reason become be wrinkle thing have cancer doctor confuse id die woman guess everybody everything happen be base nothing nothing none crap have endure season be way way kick way go ',medical
'private_practice','think freshman drama steam clinic anatomy spin-off morality show connection anatomy creator win year anatomy actress series physician lot say baggage leave retreat recover dent relationship destroy marriage decide join divorce school pal private-practice venture conceive provide patient whole-body care skill complement fertility specialty self-help bent join pediatrician psychiatrist master medicine trading anatomy style drama win swath fan weight issue champion show morality episode example applaud boy ask crush date be beat experience crisis confidence child tell pediatrician be lot have lot chance fall love someone time ambivalence marriage psychiatrist judge patient choose stick wife abandon progress make year therapy mix sex scene nudity discussion function support woman give fantasy sex stranger empower woman sex say be boundary itch disgust man proclivity insert shoe body cavity everyone include network TV producer line line move part show ask practice ask Twinkie write answer course give show power influence lot people helping cake ',medical
'royal_pains','doctor make house call light escapist nothing house call know concierge doctor physician quality health care right door return check course plan practice medicine seaside land litter people egg sell dozen emergency room doc be banish let man die care operate umbrella name be brainstorm brother medicine money buy doc round staff house friend benefactor patient take doctor take doctor make house call resort resident charge trope feel day job remove guilt viewer pleasure show pinch dash slosh bucket load summer escapism sunburn winter coat dismemberment nudity be mile light-year picture woman infiltrate fire ant innuendo mar dialogue couple show bed scene be make diagnosis render procedure right spot note do-gooder mentality lead take license bend rule way preserve ethic keep show adhere confidentiality standard hinder episode review travel hope help guy disease woman disease work woman dance reveal dress allusion shoot blood shirt bedding seizure bleeding people reason misuse name guilt complex Catholicism link talk mother daughter learn family tradition decide translation benefactor try figure cousin lieutenant brother stab liver hank patch sticking wound avail plot vengeance solution out-of-wedlock pregnancy relief want surprise go have baby morning sickness bathroom occasion couple day use purpose village councilwoman have man dress kiss someone character brandy smoke cigar stage magician deal bout panic route cure magician spending time magician trick crate get feature today show grocery store scriptwriter put number tongue moonlighting hospital keep job secret reason man life disobey doctor order congratulate reprimand patient Scotch procedure abdomen liquid turn water wine turn whiskey beer someone eyebrow stitch burn leg character misuse name background shot bikini drink bourbon client purse someone pass nurse ',medical
'the_knick','impression drama series weekend maverick doctor play everyone hero series hospital city shadow hospital fight attention respect doctor title fact nickname be set hospital drama series set start century way series cover terrain date place surprise send show episode preview watch persuade become be journey make cast character scene time want look character shot scene time want look character shot center period medicine mayhem maverick pioneer regard technique bedside manner shoot drug toe exhibit patience staff nurse play setting turn-of-the-century hospital ward tension come anatomy conflict episode episode character head surgery play operation be try time episode time doctor hospital play skin circumstance opportunity character heiress fund hospital ambulance driver hunt research cadaver opportunity blossom beauty TV series direction pace go bond nurse doctor be case appear be event turn be continue story line patient heal doctor keep try procedure equipment discover path age science aspect development medicine suction device X-ray machine mainstream discovery bicycle electricity work trust vision actor operating-room scene display technique look be sample clip episode point midway scene ammunition shot year heel get prove doubt take episode TV hospital stick while care character storey invention ',medical
'lie_to_me','follow statement weekend hike scare fish see episode make figure blame mother know pick dishonesty word hit key word give spiel share coffee figure lie take sip liar ethos crime drama liar falsehood shimmy eyebrow twitch mouth tic call giveaway someone television mystery solver be guy consulting firm call organization staff bottom savant smooth edge understudy episode foursome land judge office get pay hour case rip today headline make bit TV network security blanket go get say program complexity guy do thing guy morality tale force viewer re-evaluate sense play do message lie do intention lead trouble Bible lie show thou catch show rub bit get truth team subject crack case think be catch problem story subject episode viewer be subject scene battle see dancer stripper pole truth truth nothing truth TV show regard quiz care suit episode review contact war vet struggle stress disorder son protect home invader eat sergeant keep secret bury brain know doctor pull surface show simulation flashback firefight soldier insurgent get shot kill soldier eye shoot blood streak man face explosion gunfire pock screen bruise boy arm hear talk child abuse affair character curse make reference tobacco alcohol ',medical
'saving_hope','share hospital home dream chief surgery woman resident flat heart city plan spend rest life doctor doctor man woman husband wife way wedding slam taxi send hospital work time matter coma come coma keep dote squeeze body be spirit fiddle walk hospital corridor dress tux be go get body tell storey unburden heart offer sense receive cling life cling imagine future have issue deal save people life battle rival job make replacement chief work side-by-side spirit folk return life time leave hereafter while look clue wake return fiancée body soul cement vow til death part save % % ghost storey think be luck save rote spirit roam operate room get manual anything doctor nurse feel TV partnership make effort deviate script feel content audience doctor sleep save be sleep nurse professional wake bed wear doctor cut canoodle camera blood gore reality slice folk put be rote be do give nod show spirit drama populate agnostic preoccupy struggle save life offer glimpse curtain make blood brain impulse wait rendition heaven afterlife course producer look audience spirituality present mean be have meet share doctor tube talk encourage ',medical
'dr_house','breathing stop bleeding dinner guest title character hit drama ball bile patient co-worker stand time third-world dictator bedside manner year television make mistake say character be creator tell magazine year half series premier character be expect get note say make give puppy write die grandmother get note whodunit describe germ develop following year thank say doctor accord model detective episode team sleuth mystery save life behavior have appall audience patient day have puzzle patient hunter trail catch trophy see hint have soul lurk rebuff scruff purpose take cohort face picture patient discuss sex life term way issue homosexuality doctor know masturbation pornography season refer woman fond kick dependence time take cocktail rat handle pain view faith faith word ignorance patient spirituality call idiot back let treat wife temple episode challenge producer ask question answer wrestle issue point view instance woman baby be kill baby tumor abort child save life operation baby fingertip hand loss word try shrug sit thought feel tip finger be norm representative scene end supervisor squeeze be encourage toddler watch cartoon girl show language call everyone scalawag kind idiot watch one-word answer house expose folk see part gig episode review hour surgeon cut leg bathtub complete depict procedure call help prison cell mate escape jail promise take hospital colleague hit floor file divorce wife fret father child strip club mole dancer wear outfit inspect throw club ward time stripper banter exchange hallucination criminal shot head wound character profanity misuse name doctor reference go brother painkiller charge career day talk grader fistfight presenter send principal office child get trouble kiss kid set look relationship bruise conversation serve steer viewer conclusion abuse sex involve be meet sand school administrator part child vibrator use speech tale include shoot college student blood fabricate steal hack computer search way make be jerk kid refer slut moron patient part lung blood mouth clump tissue land hand charge joke talk nun do porn other misuse name ',medical
'trust_me_i_m_a_doctor','inch chest exposure be interpret man cry help do opening sequence science journalist unfasten shirt button trust throw devil watch programme flank doctor seem trust health matter layman someone side specialist investigate be demonstrate perform emergency hum song do chest compression right minute be draw straw production meeting doctor be send street swab stranger hand sample test faeces hand prove be soap water foam be music hand surgeon witness procedure forefront medicine man be cure hand tremor scalpel focus beam sound brain science programme wonder espouse sense trust doctor shake hand ',medical
'the_strain','forget forget vampire care blood body soul worm vampire horror series infect say creature night patient trauma center parasite introduce flight infect host remake manner invader body temperature degree shed hair leave skin marble jaw drop proboscis shoot mouth skewer prey siphon blood victim ensure propagation species disease sort curse condition parasite way phalanx doctor scientist vampire hunter struggle bring contagion control suspect something pressure boss drop case distraction midst custody battle son save city sleep something work something parasite nature critter being coffin be charge work serve Nazi name disease thing race bloodsucker control something close evil need reinforcement brainchild director co-wrote novel series base direct episode man helm give result gush grotesquery vampire being be prevent viewer get eyeful side nudity sex blood ooze bit language say need strainer episode review survivor allow leave quarantine go home annoyance free shock rocker have foursome torso deal nudity girl neck blood woman proceed lap blood floor woman blood leak mouth wine official investigate corpse man head be crush blood brain matter prompt vomit girl father proboscis tongue man bathtub blood stain water mouse rat hold display talk professor prison clear be acquaint concentration camp allusion hero savior number take name give number dysfunction medication acid trip people wine whiskey champagne meeting son leave world character close time pair name abuse ',medical
